title,imdbRating,ratingCount,duration,year,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre
Public Enemies,7,182355,8400,2009,1,10,101,2434,564,3
Dance Flick - The very last dance film,3.4,9009,4980,2009,0,0,60,269,49,3
To win,6.9,3952,7680,2009,28,25,22,110,30,3
Undisputed III: Redemption,7.5,19015,5760,2010,3,4,2,27,24,3
Eden in the West,6.9,1561,6600,2009,0,0,6,3,9,1
Rooftop PursuitVideo ,7.3,25,360,2007,0,0,0,0,2,2
The last musketeer,7.6,2262,6120,1950,4,3,21,10,41,2
Bi-mong,6.6,2442,5700,2008,0,0,0,0,10,3
Ghajini,7.3,17740,10980,2008,7,16,14,593,193,3
Indie Sex: ExtremesTV Movie ,7,188,4020,2007,0,0,0,0,1,1
Zeitgeist Video,8.3,34533,7080,2007,0,0,3,2,151,2
Book of Blood,5.3,4927,5760,2009,0,0,10,155,41,3
Victim of the underworld,7.4,6517,4620,1950,1,0,22,22,106,3
Roller Girl - Sometimes the wrong lane is the way to go,6.9,46159,6660,2009,0,0,102,1109,114,2
revenge,7.6,8958,7260,2008,11,4,11,65,40,3
City Island,7.4,23349,6240,2009,2,3,31,355,97,2
An Education,7.3,93787,6000,2009,25,55,90,2225,215,1
Beethoven's Big BreakVideo ,4.5,928,6060,2008,0,0,0,2,1,2
City in the dark,6.8,964,5880,1950,0,0,4,6,20,3
Away We Go - On to Anywhere,7.1,39928,5880,2009,0,0,78,628,111,3
Embrace,7.9,18,840,2007,0,0,0,0,0,3
Eye to eye - A German film history,6.9,117,6360,2008,1,0,0,0,1,1
Adèle and the mystery of the pharaoh,6.2,11824,6420,2010,2,1,24,12,38,3
From Paris with Love,6.5,81945,5520,2010,0,0,78,700,196,3
Waiting for Angelina,4.9,125,5340,2008,0,0,9,0,1,0
hours,6.6,7739,5940,2009,1,1,2,34,35,3
The smartie,8.1,1410,5700,1927,0,0,0,0,12,2
Day of the Fight,6.4,2005,960,1951,0,0,0,11,16,3
A divine couple,7.1,16469,10020,2008,3,11,5,408,131,3
Bachna Ae Haseeno - Love in a roundabout way,6.3,4649,9120,2008,0,0,3,234,33,3
Chocolate,7,13235,6600,2008,1,5,7,113,77,2
Dostana,6.5,7402,8700,2008,2,10,8,492,61,3
Star Wars: The Clone Wars,5.7,31854,5880,2008,0,0,80,858,223,3
Terminus moon,6.4,2127,5520,1950,2,2,14,8,64,3
The silence of Lorna,7.1,5705,6300,2008,2,5,14,17,21,1
Triangle,6.9,40558,5940,2009,1,3,7,323,245,2
My Name Is Khan,7.8,40079,9900,2010,9,11,7,988,225,3
Dangerous passion,7.8,6296,5160,1950,1,0,5,48,84,3
The Chaser,7.9,24232,7500,2008,6,5,6,34,89,3
An American Carol,4.4,8021,4980,2008,0,0,15,78,199,2
Rank,7.3,135706,6420,2011,27,17,77,2064,319,3
Greg&#39;s Diary - Surrounded by Idiots!,6.2,24237,5640,2010,4,8,12,967,89,2
Law of revenge,7.4,169746,6540,2009,2,5,75,1139,403,3
Shopping Center King - This is my law,5.8,45823,5160,2009,0,0,72,374,233,3
How life is like this,6.4,87760,8760,2009,0,0,103,1741,297,2
Last Vegas,6.7,60360,6300,2013,0,0,48,750,129,1
Okinawa,6.7,1721,6780,1950,0,0,8,3,23,3
Jack Ryan: Shadow Recruit,6.5,17306,6300,2014,0,0,31,1053,114,3
eye to eye,6.9,35848,6960,2013,1,5,70,916,158,3
Disaster Movie,1.9,63745,5220,2008,0,0,22,459,344,1
We Need to Talk About Kieran,7.8,21,6000,2011,0,0,10,0,1,2
TinkerBell - The Quest for the Lost Treasure,6.7,4883,4860,2009,0,0,3,56,13,3
Triage,6.6,7424,5940,2009,0,0,16,81,20,3
Diary of a country priest,7.8,5189,6900,1951,7,1,3,32,42,1
Resident Evil: Afterlife,5.9,106108,5820,2010,1,8,50,2203,399,3
Welcome to Sajjanpur,7,2093,7980,2008,0,0,0,0,30,2
London River,6.8,2659,5280,2009,3,4,5,93,13,2
The Killer That Stalked New York,6.5,533,4740,1950,0,0,0,0,20,3
Mission: Impossible - Phantom Protokoll,7.4,270171,7980,2011,3,19,132,2040,471,2
Jane Eyre,7.4,44727,7200,2011,4,11,52,1313,157,2
Deadline - finish with cozy,6.6,217783,5700,2010,0,0,95,1616,270,2
Fish Tank,7.3,36818,7380,2009,20,22,8,908,102,1
Kurôzu zero II,7.3,2295,7980,2009,0,0,0,0,7,1
Kon-Tiki,8,1225,4200,1950,1,1,4,22,8,1
Reykjavik Rotterdam,6.8,1531,5280,2008,5,2,0,0,9,1
Greenberg,6.1,23925,6420,2010,1,9,45,1009,141,3
RoboCop,6.6,45479,7020,2014,0,0,42,1923,362,3
Frozen: Something has survived,5.3,7890,5400,2009,1,13,6,49,49,3
Lights of the variety show,7.3,1493,5580,1950,1,0,8,2,11,3
Betty Anne Waters,7.2,28025,6420,2010,6,4,54,712,100,2
[Rec] 2,6.6,42496,5100,2009,5,3,10,5,133,1
This is the end,6.9,197539,6420,2013,6,7,61,2089,586,2
AFI's 10 Top 10: America's 10 Greatest Films in 10 Classic GenresTV Movie ,7.2,77,7920,2008,0,0,0,0,1,0
Shrink,6.7,13282,6240,2009,0,0,21,97,41,1
Kick-Ass,7.8,328140,7020,2010,7,30,119,7291,783,2
Middle Men,6.5,29685,6300,2009,0,0,61,295,28,3
The crime army,6.6,2146,8340,2009,1,0,14,13,18,3
The Cabin in the Woods,7.1,197627,5700,2012,8,13,37,2075,877,3
New Moon - Bite at noon,4.6,181568,7800,2009,16,19,225,14255,905,3
Red Riding: In the Year of Our Lord 1983,7.3,4589,6000,2009,0,0,9,9,25,3
Red Riding: In the Year of Our Lord 1974,7.1,7544,6120,2009,4,9,9,35,38,3
Dark House,5,1632,5100,2009,1,2,2,138,39,2
World's Greatest Dad,7,22506,5940,2009,0,0,22,227,109,2
Crazy Heart,7.3,51954,6720,2009,25,14,68,2681,210,3
The little Nick,7.2,6544,5460,2009,0,0,12,11,14,2
X-Men: First decision,7.8,344481,7920,2011,6,17,80,12346,657,3
Becoming Mayan: Creating ApocalyptoVideo ,7.6,28,1440,2007,0,0,0,0,0,2
The night started in the morning,7.1,384,5820,1950,0,0,2,2,11,3
Love Aaj Kal,6.8,6923,7680,2009,14,36,2,614,59,3
The queen and the personal physician,7.6,20731,8220,2012,18,27,13,525,62,3
War StoriesTV Movie ,8.4,9,7140,2006,0,0,0,0,0,1
Madagascar 3: Flight through Europe,7,82063,5580,2012,1,19,71,990,146,3
Zombie Girl: The Movie,7.1,356,5340,2009,1,0,10,54,5,1
Date Night - gangster for one night,6.3,102933,5280,2010,4,7,46,2513,195,3
Smash His Camera,7,500,5220,2010,1,3,9,113,3,1
Bad Teacher,5.7,124646,5520,2011,5,3,46,1571,282,1
Tropic Thunder: Rain of MadnessVideo ,7.4,2661,1800,2008,0,0,0,0,2,2
More Than a Game,7.7,3388,6300,2008,1,3,25,91,8,2
Liberace - Too much of the good is wonderful TV movie,7.1,22539,7080,2013,24,19,48,2155,129,3
Quicksand,6.7,1194,4740,1950,0,0,7,6,58,3
See prang,6.9,1501,7200,2008,3,3,0,0,14,3
Last Night,6.6,30221,5580,2010,0,0,24,153,72,2
Blitz,6.2,51579,5820,2011,0,0,18,248,104,3
Eva - feelings can not be programmed,6.6,5244,5640,2011,15,28,6,21,14,3
The Watch - neighbors of the 3rd kind,5.7,80542,6120,2012,0,0,9,1011,188,2
Short Term 12,7.3,188,1260,2008,7,0,0,0,1,2
The bloody path of God 2,6.4,43377,7080,2009,0,0,37,225,180,3
Defendor,6.9,27790,6060,2009,2,6,36,221,84,3
Scandal,7.5,1716,6240,1950,0,0,10,0,21,1
South Park: ImaginationlandVideo ,8.5,2737,4020,2008,0,0,0,0,6,3
Afstiros katallilo,6.2,617,6600,2008,0,0,0,0,1,1
Animal Kingdom,7.3,36151,6780,2010,36,36,26,1013,143,3
The Bay,8.5,32257,5520,2009,26,8,34,372,138,2
Devil - elevator to hell,6.3,83012,4800,2010,0,0,56,760,297,3
Little Big Soldier,7,9508,5760,2010,0,0,0,38,29,3
Gulliver&#39;s Travels - Something big is coming up,4.9,42438,5100,2010,0,0,35,576,110,3
The Reef,5.8,9081,5640,2010,0,0,3,151,81,2
Dying wants to be learned,5.6,28268,5520,2010,0,0,101,335,94,1
Gangster Squad,6.8,133802,6780,2013,1,1,112,2464,233,3
Bernhard Victor Christoph Carl von Bülow called LoriotTV Movie,6.7,9,5400,2008,0,0,0,0,0,2
Warner at WarTV Movie ,8.2,66,2820,2008,0,0,0,0,3,1
Press 3Video,3.9,1304,5460,2008,0,0,5,11,14,2
Three returned home,7.4,999,6360,1950,0,0,8,3,34,2
Dev.D,8.1,13521,8640,2009,6,11,4,48,102,3
The loner,4.9,34,5100,2008,0,0,0,0,0,3
Tokyo Mater,6.7,833,420,2008,0,0,6,10,1,2
The chess player,7.1,180,8100,1927,0,0,6,4,6,2
Treasure Island,7,3631,5760,1950,0,0,21,467,44,2
The Age of Believing: The Disney Live Action ClassicsTV Movie ,7.4,87,4800,2008,0,0,0,0,2,1
The Supermarket,6.2,20,6960,2009,0,0,0,0,1,2
The daughter,4.6,7,6000,2008,0,0,6,0,0,3
Take,6.9,53,3720,2008,0,0,0,24,5,2
An American Girl: Chrissa goes through video,6.1,478,5460,2009,0,0,0,0,3,2
Brestskaya krepost,7.5,4881,8280,2010,3,5,23,3,27,3
Why Be Good? Sexuality & Censorship in Early Cinema,5.7,71,4200,2007,0,0,0,0,3,2
Where Danger Lives,6.7,1272,4920,1950,0,0,2,2,34,2
Jack and the Giants,6.3,77069,6840,2013,2,3,79,1647,180,2
Nude Nuns with Big Guns,3.9,4106,5460,2010,0,0,15,84,51,3
I'm Still Here,6.2,11405,6480,2010,1,0,9,649,101,3
Bad Sitter,5.7,48813,4860,2011,0,0,25,828,110,1
Wander off,6.7,4958,8040,2009,1,0,3,220,30,2
Kûki ningyô,7,3073,7500,2009,1,3,0,2,26,2
Grown Ups,5.9,132374,6120,2010,3,4,41,1806,293,1
The Company You Keep - Die Akte Grant,6.4,18758,7500,2012,2,1,48,669,97,2
Green Lantern: First FlightVideo ,7.1,7387,4620,2009,0,0,13,160,27,3
The plan,7.1,161299,6360,2011,1,7,47,1780,385,3
Cop Out - Loaded and Unlocked,5.7,64710,6420,2010,0,0,91,1223,165,3
A man of the world,7,3531,6780,2010,3,7,3,5,15,3
Total Recall,6.3,157172,7080,2012,0,0,69,2114,488,3
Mai tian,5.9,255,6480,2009,0,0,0,0,3,3
We buy a zoo,7.2,85077,7440,2011,1,7,55,1140,175,2
Paul Merton Looks at Alfred HitchcockTV Movie ,7,42,3540,2009,0,0,0,0,0,1
Sex & Drugs & Rock & Roll,6.5,2697,6900,2010,1,5,2,0,21,3
Colorado,6.3,1135,4680,1951,0,0,0,0,23,3
96 Hours - Taken 2,6.3,149135,5520,2012,1,3,26,1642,422,3
Transformers 3,6.4,242459,9240,2011,6,27,106,6848,871,3
Remember Me,7.2,84925,6780,2010,1,3,67,2317,341,2
So close,6.5,778,6120,2009,0,0,11,2,1,1
Altitude - Deadly Altitude,4.9,7260,5400,2010,2,2,12,230,73,3
Men in Black 3,6.9,192034,6360,2012,1,13,72,2841,326,3
Riddick - survival is his revenge,6.4,79027,7140,2013,0,0,29,1406,305,3
Hangover 2,6.5,273303,6120,2011,2,14,86,3032,380,1
Best Exotic Marigold Hotel,7.3,51807,7440,2011,0,16,57,1130,238,2
Ketabe ghanouin,6.3,740,5700,2009,0,0,0,0,0,2
Beneath Hill 60,7,4396,7320,2010,8,22,2,107,35,3
Facing Ali,8,1708,6000,2009,6,0,6,49,10,2
97 Percent TrueVideo ,7.2,12,3060,2008,0,0,0,0,0,1
Armour of God - Chinese Zodiac,6.3,9691,7200,2012,3,3,5,214,40,2
Predators,6.4,139196,6420,2010,2,1,15,2385,592,3
Senna,8.6,34436,6360,2010,11,10,7,509,107,3
Awara - The vagabond of Bombay,7.9,1812,11580,1951,0,0,0,0,14,3
wheat fall,8,3307,7440,1951,7,0,7,0,23,1
Faster,6.5,66463,5880,2010,0,0,24,907,141,3
Disconnect,7.6,35271,6900,2012,0,0,43,285,89,2
All the Best: Fun Begins,6,2617,8640,2009,1,1,4,7,30,3
Rocket Singh: Salesman of the Year,7.5,7044,9000,2009,0,0,4,40,33,2
Sleep Tight,7.2,14119,6120,2011,10,19,8,38,35,2
Like a miracle,6.4,34555,5940,2010,0,0,71,854,70,3
Jian guo da ye,5.2,1947,8280,2009,6,4,4,3,13,2
Battleship,5.9,158997,7860,2012,3,12,80,3106,693,3
Martha Marcy May Marlene,7,31698,6120,2011,16,41,31,2308,172,2
Vito,7.8,249,5580,2011,4,3,0,35,3,2
The king&#39;s admiral,7.5,4181,7020,1951,0,0,8,5,52,3
Game of Death,4.7,4641,5880,2010,0,0,9,43,21,3
The guardians of the light,7.3,81782,5820,2012,8,21,33,1438,154,3
Live from Peepli - Somewhere in India,7.6,5718,5700,2010,2,6,3,280,43,2
Killer Elite,6.5,84937,6960,2011,2,7,13,835,141,3
filthy swine,7.1,29597,5820,2013,5,7,10,387,71,3
Multiplayer,7.7,34,600,2009,0,0,0,0,0,2
Goon,6.9,57291,5520,2011,0,0,35,563,118,2
72 Stunden - The Next Three Days,7.4,114898,7980,2010,0,0,62,864,223,3
Jianyu,6.9,4942,7020,2010,2,16,0,0,33,1
Letters to God,6,3117,6600,2010,0,0,19,73,61,2
Box of Shadows,4.8,1326,5460,2011,0,0,2,15,9,3
Buried - Buried alive,7,94679,5700,2010,12,25,12,1463,417,3
The Grandmaster,6.6,16003,7800,2013,26,29,14,431,88,3
Cloudburst,7.3,571,5580,2011,15,1,24,29,12,3
Spanish Movie,4.2,1509,4980,2009,0,0,0,0,5,1
Police station 21,7.6,3942,6180,1951,3,7,2,56,53,3
Beauty and the Beast,7,10,720,1981,0,0,0,0,0,2
Summer Wars,7.6,9859,6840,2009,3,4,9,162,36,3
Welcome to Cedar Rapids,6.3,29626,5220,2011,1,3,34,860,80,1
Attack the Block,6.6,66580,5280,2011,17,21,38,1956,265,3
The devil brigade,6.6,881,6060,1951,0,0,5,8,22,2
Dream HouseVideo ,6.6,16,840,2009,0,0,0,0,0,3
Oblivion,7,244627,7440,2013,0,0,48,2834,776,3
Referees at Work - Secret insights behind the scenes of the world&#39;s best referees,7.3,544,4620,2009,0,0,0,0,2,2
Redline,7.5,3383,6120,2009,1,0,7,33,17,3
The Raven,6.4,60571,6600,2012,0,0,89,803,164,3
Like replaced,6.4,111862,6720,2011,0,0,45,925,137,1
Miss Julie,7.5,868,5940,1951,1,0,4,8,7,2
The three-point TV Movie screen,5,6,6300,1995,0,0,0,0,0,1
Phobidilia,6.9,160,5220,2009,0,0,2,4,2,1
Go for Broke!,6.8,794,5520,1951,0,0,13,0,26,3
Bookmark,7.3,1646,4380,2009,10,5,3,31,24,2
Drive Angry,5.5,68574,6240,2011,2,5,39,1998,205,3
Never Sleep Again: The Elm Street LegacyVideo ,8.7,1739,14400,2010,1,0,2,129,17,1
The idiot,7.5,2520,9960,1951,0,0,6,26,26,1
Scotland on ScreenTV Movie ,7,7,3600,2009,0,0,0,0,0,1
Sedona,6.5,86,5400,2011,0,0,12,6,7,3
The first long pants,6.6,260,3600,1927,0,0,2,0,11,1
A Satan&#39;s wife,7.2,2191,6000,1951,0,0,10,18,55,3
Harishchandrachi Factory,7.8,777,5760,2009,1,0,0,0,11,3
Arya 2,7.1,1528,9300,2009,0,0,0,0,5,3
Nothing to declare,6.3,6776,6480,2010,0,0,7,6,9,1
The House on Telegraph Hill,7,1388,5580,1951,0,0,4,0,28,3
Beginners,7.2,56225,6300,2010,26,12,32,1578,123,3
On,7.1,4601,7980,2009,8,9,2,474,49,2
Elysium,6.7,198113,6540,2013,0,0,61,2492,694,3
The Divide,5.8,25096,6720,2011,2,4,12,604,197,3
Forbidden games,7.8,6909,5160,1952,8,0,13,21,63,2
Dug's Special MissionVideo ,7,1760,300,2009,0,0,0,0,8,3
Bogart: The Untold StoryTV Movie ,7.1,69,2760,1996,0,0,0,0,1,1
Flypaper - Who&#39;s gonna attack who?,6.4,21732,5220,2011,0,0,5,156,46,3
Love,5.6,5522,5040,2011,2,0,29,74,69,2
The silk fan,6,2457,6240,2011,1,0,30,129,20,2
Jim Thorpe -- All-American,7,1154,6420,1951,0,0,5,3,19,3
Point Blank - From a short distance,6.9,9131,5040,2010,1,3,8,15,38,3
The Drawn Together Movie: The Movie!,6.3,2137,4200,2010,0,0,0,0,20,3
Premium Rush,6.5,74537,5460,2012,1,5,24,745,161,3
Miracle in Milan,7.8,3075,6000,1951,4,0,8,13,15,3
Marginals,4,22,4500,2010,0,0,0,0,0,2
Until the last breath,6.5,630,6300,1951,0,0,9,0,22,2
Skyline,4.4,66159,5640,2010,0,0,30,615,917,3
Arrietty - The miraculous world of Borger,7.7,34226,5640,2010,4,4,27,344,94,3
Batman: Under the Red HoodVideo ,8,20032,4500,2010,0,0,6,207,74,3
Company sea eagle,6.7,1759,5880,1951,0,0,22,10,19,2
Mad Circus - A ballad of love and death,6.5,7725,6420,2010,8,19,22,231,33,2
The Big Fat Quiz of the YearTV Movie ,7.7,170,7500,2010,0,0,0,0,1,2
A place in the Sun,7.9,12255,7320,1951,10,8,15,166,131,2
Machine Gun Preacher,6.9,41946,7740,2011,0,0,35,877,107,3
I Saw the Devil,7.8,48252,8460,2010,11,8,10,97,150,3
Satan does not sing songs,7.3,1163,5520,1951,0,0,3,11,23,3
The journey to MetropolisTV Movie,7,73,3120,2010,0,0,0,0,0,1
Take This Waltz,6.6,16882,6960,2011,3,11,54,586,96,2
Lockout,6.1,67857,5700,2012,0,0,16,589,207,3
Quo Vadis,7.2,7754,10260,1951,3,2,24,48,82,2
That gives trouble,6.4,110536,6180,2012,0,0,60,1764,204,3
Love Beyond WordsVideo ,7,5,1260,2010,0,0,0,0,0,2
Asterix &amp; Obelix - On Her Majesty&#39;s behalf,5.3,5779,6600,2012,0,0,9,2,13,3
Napoleon,7.3,4688,14400,1927,3,0,4,103,53,3
Royal Wedding,6.8,3006,5580,1951,0,0,67,6,44,3
The Gray - Among wolves,6.8,159537,7020,2011,4,2,38,1782,688,3
love,7.8,52232,7620,2012,54,39,51,1445,167,2
Die slowly - a good day to die,5.4,125512,5880,2013,2,3,33,2228,467,3
The bitter love,7.3,2872,5160,1952,0,0,6,8,21,3
Love forever,6.8,92639,6240,2012,3,16,53,1210,145,2
Vinnaithaandi Varuvaayaa,7.9,2069,9420,2010,2,5,0,0,32,2
Savages,6.6,84239,7860,2012,0,0,81,1505,248,3
the fantastic world of Oz,6.4,138719,7800,2013,4,23,96,2559,481,3
The thing from another world,7.3,15091,5220,1951,1,0,9,164,220,2
Tere Bin Laden,7.3,4871,5700,2010,0,0,2,216,27,2
Blue Crush 2 - No LimitsVideo ,5.6,2206,6780,2011,0,0,0,45,11,3
The youngest day,6.8,4173,4980,1951,0,1,24,47,95,1
Great Movie MistakesTV Movie ,5.6,62,10800,2010,0,0,0,0,1,2
Friends with Benefits,6.6,185107,6540,2011,0,0,88,1623,180,2
Our Idiot Brother,6.5,63131,5400,2011,0,0,89,1088,104,2
Ted,7.1,327961,6360,2012,6,21,53,2647,571,2
Abbott and Costello as pirates against their will,6.6,1543,4200,1952,0,0,0,0,25,3
City of illusions,7.8,8126,7080,1952,2,6,15,73,90,2
Inside Job,8.3,42684,6300,2010,7,16,52,844,118,2
Mutiny at the snake river,7.4,4399,5460,1952,0,0,12,3,37,3
The Double - Ice-cold duel,5.9,18463,5880,2011,0,0,6,388,64,3
Wrath of the Titans,5.8,119801,5940,2012,2,2,65,2245,240,3
The heavyweight,6.5,57523,6300,2012,0,0,35,377,106,2
The birth of a nation,6.9,13839,9900,1915,1,0,25,101,302,3
Quality Street,7.9,567,4800,1927,0,0,5,0,6,3
The secret of the Indian,7.2,2412,5700,1952,0,1,4,9,42,2
Industrial Light & Magic: Creating the ImpossibleTV Movie ,7.5,194,3600,2010,0,0,0,0,2,1
Colombian,6.4,60797,6480,2011,2,4,21,685,184,3
Pacific Rim,7.1,237607,7860,2013,6,19,95,6454,974,3
Final Revision,7.5,20,840,2010,2,0,0,0,0,3
Mirror Mirror - The true story of Snow White,5.6,56306,6360,2012,2,4,94,2077,188,3
Spielberg on KubrickVideo ,7,18,480,1999,0,0,0,0,1,2
Die Unfassbaren - Now You See Me,7.3,284774,6900,2013,1,3,68,1542,521,3
"There, Corsar rote",7.4,3589,6300,1952,0,0,4,10,47,3
Long men fei jia,6,4806,7320,2011,11,25,13,5,16,2
The Awakening,6.5,33509,6420,2011,4,2,10,312,86,2
A feeding for the fish,6.4,265,6000,1952,0,0,3,0,7,3
Quarantine 2 - Terminal,5.3,11023,5160,2011,0,0,0,131,59,3
Caitlin - My Spirit of the Christmas TV Movie,5.6,1817,5100,2010,0,0,0,0,7,3
Bernie - corpses pave his way,6.8,31594,5940,2011,8,11,49,814,118,3
Chinese takeaway,7.3,6657,5580,2011,11,18,0,20,16,1
The biggest show in the world,6.7,7333,9120,1952,4,4,9,78,94,3
Snowpiercer,7.1,27796,7560,2013,2,12,30,575,131,3
11-11-11 - The gate to hell,4,9927,5400,2011,0,0,2,0,61,2
The Spectacular Now,7.3,36617,5700,2013,7,18,14,1226,120,3
Shame,7.3,105923,6060,2011,27,53,34,3307,331,1
Wu Ji - The Masters of the Sword,6.3,1295,7320,2010,3,3,18,14,6,2
Sharon Amrani: Remember His Name,6.6,9,3600,2010,0,0,0,0,0,1
Snow White and the Huntsman,6.2,174995,7620,2012,10,26,100,7848,668,3
Buddhism RevolutionsVideo ,6.4,9,7740,2010,0,0,0,0,1,3
The Trip,7,10827,6420,2010,0,0,7,257,45,1
The fourth man,7.5,2877,5400,1952,0,0,26,7,66,3
The Greatest Movie Ever Sold,6.6,10902,5400,2011,2,4,25,358,42,2
Lost Forever,7.8,29,3000,2011,0,0,0,0,1,1
Red Lights,6.2,38440,6780,2012,0,0,18,612,122,3
spotlight,8.1,10108,8220,1952,5,2,26,51,84,2
Memory Effect - Lost in another dimension,6.5,6622,5100,2012,0,0,17,40,44,2
Arbitration,6.7,32524,6420,2012,2,4,27,607,134,2
Killing Them Softly,6.2,86521,5820,2012,2,2,62,1609,316,2
Lotfan Mozahem Nashavid,6.5,155,4860,2010,2,2,0,0,0,2
True Guardians of the EarthVideo ,6.6,9,900,2010,0,0,0,0,0,2
The winner,8,21630,7740,1952,8,8,26,107,197,3
1911 Revolution,6,3790,7260,2011,5,6,8,2,25,3
Apollo 18,5.2,39967,5160,2011,1,1,11,935,306,3
Jiro Dreams of Sushi,7.9,14817,4860,2011,0,0,11,143,43,1
Five No Budget Films,8,17,5940,2010,0,0,0,0,0,1
Films of Fury: The Kung Fu Movie Movie,6.6,139,4800,2011,0,0,0,0,6,2
The queen of Saba,6.5,50,6000,1952,0,0,3,0,6,1
Scream: The Inside StoryTV Movie ,7.7,173,7200,2011,0,0,0,0,2,1
Being Elmo: A Puppeteer's Journey,7.8,4866,4800,2011,2,6,4,74,23,1
Talaash,7.4,16963,7860,2012,4,12,19,437,212,3
The Amazing BulkVideo ,2.5,307,4560,2010,0,0,0,5,4,3
Zero Dark Thirty,7.4,163246,9420,2012,57,72,67,5665,586,3
The agony of choice,6.2,84668,5100,2012,2,5,36,1008,167,1
The way to Bali,6.9,3137,5460,1952,0,0,55,10,35,3
Page EightTV Movie ,6.8,8359,5940,2011,2,5,6,265,51,2
The life of Mrs. Oharu,8,3058,8880,1952,2,1,12,0,21,1
American Hustle,7.5,189392,8280,2013,50,85,61,4643,616,2
David Suchet on the Orient ExpressTV Movie ,7.8,59,3600,2010,0,0,0,0,3,1
Ji keung hei si 2011,5.1,239,7080,2011,0,0,0,0,2,1
The Place Beyond the Pines,7.4,128954,8400,2012,2,5,75,1497,319,2
Bullhead,7.4,13039,7740,2011,8,8,14,18,40,2
Phineas and Ferb: Across the 2nd DimensionTV Movie,7.6,2590,4680,2011,0,0,15,2,17,3
The Sniper,7.1,1246,5280,1952,0,0,0,0,35,3
My life as a trailer.,6.2,24,900,2009,0,0,0,0,0,2
Masked hearts,7.6,2260,6240,1952,1,1,4,10,58,2
Gone,5.9,26646,5640,2012,0,0,39,409,97,3
Ruby Sparks - My fabulous girlfriend,7.2,55526,6240,2012,0,0,44,568,104,3
Umberto D.,8.2,13332,5340,1952,3,1,9,28,70,1
The journey to Agartha,7.3,3589,6960,2011,0,0,2,7,17,3
Mr Hubert de Givenchy,6,5,3060,2011,0,0,0,0,1,1
Onigamiden,5.7,741,6000,2011,0,0,0,8,5,3
Attention ... Blondes = Gangster,6.8,196,4500,1952,0,0,0,0,11,3
You're Next,6.5,28288,5700,2011,8,7,53,701,215,3
Aliens vs. Avatars,1.5,1186,4800,2011,0,0,0,0,16,3
End of Watch,7.7,131734,6540,2012,4,9,39,1422,289,3
The Uncomfortable Man,5.3,16,1380,1948,0,0,0,0,1,1
To Rome with Love,6.3,49586,6720,2012,0,0,85,728,156,2
The Sessions - When words touch,7.3,29381,5700,2012,15,35,41,1071,117,3
The happiness in the attic,7.9,1547,6600,1927,3,2,6,61,28,2
Storm drive to Alaska,7.3,959,6240,1952,0,0,3,0,13,3
The East,6.9,26864,6960,2013,0,0,80,488,93,2
Inja bedoone man,8.2,2434,6000,2011,1,1,0,0,3,2
He was,8.3,4651,9900,2011,1,2,4,41,61,3
The black pearl,6.4,565,5700,1953,0,0,0,0,12,3
Curtain on!,7.6,6073,6720,1953,2,1,20,30,88,3
Parker,6.2,60992,7080,2013,0,0,26,755,119,3
Miss Bala,6.5,5630,6780,2011,3,8,8,299,32,3
The Call - Do not quit!,6.7,61921,5640,2013,0,0,28,753,220,2
Dinosaurs in New York,6.7,3696,4800,1953,0,0,12,0,84,3
7 Psychos,7.2,136150,6600,2012,2,16,85,1272,251,3
Carrie,6,61174,6000,2013,1,3,30,90,283,2
Indie Game: The Movie,7.8,11018,5640,2012,1,2,8,108,18,1
Singham,6.7,6919,8580,2011,2,4,6,331,38,3
Gardenia - A woman wants to forget,6.9,2487,5280,1953,0,0,2,0,48,3
Slice and Dice: The Slasher Film Forever,7.1,74,4500,2012,0,0,0,0,7,1
Forget Paris,5.8,14,4620,2011,0,0,0,0,0,1
In their house,7.4,13835,6300,2012,8,15,8,30,32,3
The Blender - The Imposter,7.5,21253,5940,2012,10,15,9,256,66,2
sunrise,8.4,21201,6360,1927,2,1,18,93,171,2
Marry Marjorie?,6.9,1212,6060,1953,0,0,12,9,15,3
6 Bullets,6.2,8532,6900,2012,0,0,9,12,31,3
Impossible Dreams,8.1,8,1260,2011,0,0,0,0,1,3
Pitch Perfect,7.3,126667,6720,2012,6,14,28,1663,190,3
The Yellow Brick Road and BeyondVideo ,8.2,5,3060,2009,0,0,0,0,0,1
Chicago - 12 clock midnight,6.7,364,5400,1953,0,0,0,17,15,3
Frozen Ground,6.4,25146,6300,2013,0,0,17,349,88,3
Marvel One-Shot: The ConsultantVideo ,6.6,1029,240,2011,0,0,0,0,1,2
Scenes from a Gay Marriage,5.5,186,4980,2012,0,0,5,0,0,3
Mr. Lazhar,7.5,11943,5640,2011,29,10,9,322,39,2
Dangerous crossing,6.9,897,4500,1953,0,0,4,0,34,3
Kaze tachinu,8.1,7478,7560,2013,15,21,8,105,49,3
All Is Lost,6.9,30364,6360,2013,3,20,42,1282,197,3
The desert rats,6.8,2908,5280,1953,1,0,14,2,25,3
War of the Arrows,7.2,6187,7320,2011,7,11,5,36,30,2
20 Year Old Virgins,5.2,118,5820,2011,0,0,0,0,0,1
Strandgut,6.7,129,4800,1953,0,0,0,0,5,3
Inside Llewyn Davis,7.6,41493,6240,2013,32,71,103,2758,220,2
